student_id,session_id,session_start_ts,session_end_ts,event_count,total_duration_seconds,productive_duration_seconds,non_productive_duration_seconds,total_app_switches,switch_rate_per_min,typing_speed_mean,typing_speed_std,keystrokes_total,mouse_clicks_total,idle_time_total,mouse_coverage_mean,focus_percentage_mean,attention_time_total,attention_span_mean,compiler_runs_total,file_saves_total,compiler_count,app_category_time_share_ide,app_category_time_share_browser,app_category_time_share_games,app_category_time_share_media,app_category_time_share_other,top_app_name,top_app_category,low_mouse_coverage_ratio,repetitive_key_ratio,long_repeat_streak,spam_pattern_flag,non_productive_app_time_share,chrome_time_share,games_time_share,media_time_share,browser_non_edu_time_share,productive_time_share,idle_time_share,productivity_score
STU017,SES20250115_STU017_003,2025-01-15T10:59:00Z,2025-01-15T11:56:21Z,30,3576.0,1933.0,1449.0,118.0,1.9798657718120805,37.947,12.502060403522824,40994.0,621.0,343.0,0.23771666666666666,67.67299999999999,1793.0,6.586666666666667,45.0,182.0,6,26.873601789709173,19.351230425055927,0.0,3.104026845637584,41.07941834451901,pycharm,IDE,0.0,0.28450527246961965,75,1,40.52013422818792,25.363534675615213,0.0,3.104026845637584,25.363534675615213,54.05480984340044,9.5917225950783,0.0
STU018,SES20250115_STU018_001,2025-01-15T12:39:00Z,2025-01-15T13:39:32Z,30,3727.0,2740.0,311.0,101.0,1.6259726321438155,57.052,11.142775955748192,68501.0,1181.0,141.0,0.2759433333333333,81.51966666666667,2511.0,9.619666666666665,164.0,328.0,6,43.037295411859404,19.050174403005098,0.0,0.0,34.12932653608801,vscode,IDE,0.0,0.17085315489525094,6,0,8.344513013147303,8.344513013147303,0.0,0.0,8.344513013147303,73.51757445666756,3.783203649047491,50.14061481850588
STU018,SES20250115_STU018_002,2025-01-15T10:38:00Z,2025-01-15T11:40:26Z,30,3900.0,2520.0,553.0,92.0,1.4153846153846155,55.21466666666666,8.344040880905501,67885.0,1177.0,218.0,0.34148333333333336,82.257,2643.0,9.352333333333332,194.0,299.0,5,34.820512820512825,20.025641025641026,1.9230769230769231,3.8461538461538463,33.794871794871796,pycharm,IDE,0.0,0.18107700498415588,6,0,14.179487179487179,8.41025641025641,1.9230769230769231,3.8461538461538463,8.41025641025641,64.61538461538461,5.589743589743589,29.989487179487178
STU018,SES20250115_STU018_003,2025-01-15T11:34:00Z,2025-01-15T12:36:50Z,30,3920.0,3151.0,636.0,119.0,1.8214285714285716,57.005,7.85999734944824,70752.0,1034.0,215.0,0.34088,82.175,2553.0,9.289,198.0,353.0,6,42.2704081632653,7.831632653061224,0.0,3.7755102040816326,40.63775510204082,docs,IDE,0.0,0.18077199218917636,7,0,16.224489795918366,9.923469387755102,0.0,3.7755102040816326,9.923469387755102,80.38265306122449,5.48469387755102,41.57184766763849
STU019,SES20250115_STU019_001,2025-01-15T09:11:00Z,2025-01-15T10:11:44Z,30,3726.0,2475.0,433.0,85.0,1.3687600644122382,36.936,14.576753776704422,41351.0,749.0,392.0,0.11836333333333333,65.04166666666666,1654.0,6.903333333333333,136.0,176.0,5,32.17928073000537,17.713365539452496,0.0,1.8250134192163179,37.76167471819646,terminal,IDE,0.5666666666666667,0.28549074873329516,150,1,11.621041331186259,9.125067096081589,0.0,1.8250134192163179,9.125067096081589,66.42512077294685,10.52066559312936,0.0
STU019,SES20250115_STU019_002,2025-01-15T10:50:00Z,2025-01-15T11:50:19Z,30,3742.0,1372.0,997.0,94.0,1.5072153928380545,40.54466666666667,12.616740396085758,43300.0,759.0,580.0,0.13486,69.494,1683.0,6.797666666666667,65.0,112.0,6,23.409941207910208,29.690005344735436,0.0,7.990379476215927,23.409941207910208,pycharm,Browser,0.4666666666666667,0.29114813744048645,147,1,26.643506146445752,16.060929983965792,0.0,7.990379476215927,16.060929983965792,36.664885088188136,15.499732763228218,0.0
STU019,SES20250115_STU019_003,2025-01-15T09:10:00Z,2025-01-15T10:09:58Z,30,3741.0,1890.0,506.0,94.0,1.507618283881315,45.298,15.881687022059925,50105.0,801.0,522.0,0.11884333333333334,63.84833333333333,1911.0,6.578999999999999,73.0,135.0,5,23.63004544239508,29.617749264902432,0.0,2.245388933440257,30.553327987169205,docs,Browser,0.5333333333333333,0.33610564306934215,109,1,13.525795241913926,11.28040630847367,0.0,2.245388933440257,11.28040630847367,50.521251002405776,13.953488372093023,0.0
STU020,SES20250115_STU020_001,2025-01-15T12:54:00Z,2025-01-15T13:51:46Z,30,3605.0,2415.0,1221.0,102.0,1.697642163661581,55.72866666666667,9.412857424230374,63697.0,1107.0,194.0,0.23567666666666662,81.69966666666666,2384.0,9.466,172.0,471.0,5,38.25242718446602,13.148404993065189,3.1067961165048543,8.599167822468793,31.511789181692095,terminal,IDE,0.0,0.2379304877136552,92,1,33.86962552011096,19.389736477115118,3.1067961165048543,8.599167822468793,19.389736477115118,66.99029126213593,5.381414701803052,0.0
STU020,SES20250115_STU020_002,2025-01-15T10:55:00Z,2025-01-15T11:52:07Z,30,3571.0,2813.0,455.0,136.0,2.2850742089050686,55.987,9.161543956488266,62297.0,1071.0,218.0,0.24867333333333339,82.26733333333335,2380.0,9.643333333333336,259.0,374.0,6,62.97955754690563,9.661159339120696,2.996359563147578,2.4642957154858585,15.793895267432093,pycharm,IDE,0.0,0.20237176241091603,64,0,12.741528983478018,7.2808737048445815,2.996359563147578,2.4642957154858585,7.2808737048445815,78.77345281433772,6.104732567908149,28.640996919630354
STU020,SES20250115_STU020_003,2025-01-15T12:25:00Z,2025-01-15T13:21:13Z,30,3436.0,2587.0,356.0,97.0,1.6938300349243307,55.423,8.505176913699875,59977.0,901.0,193.0,0.2980499999999999,80.10299999999998,2267.0,9.458333333333336,169.0,299.0,6,43.538998835855644,3.288707799767171,0.0,0.0,47.555296856810244,vscode,IDE,0.0,0.2073804958710726,140,1,10.360884749708964,5.9953434225844005,0.0,0.0,5.9953434225844005,75.29103608847497,5.616996507566938,30.37387743223016
